KEY,FREQ,REF_AREA,CURRENCY,PROVIDER_FM,INSTRUMENT_FM,PROVIDER_FM_ID,DATA_TYPE_FM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,FM_CONTRACT_TIME,FM_COUPON_RATE,FM_IDENTIFIER,FM_LOT_SIZE,FM_MATURITY,FM_OUTS_AMOUNT,FM_PUT_CALL,FM_STRIKE_PRICE,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,SOURCE_PUB,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_23Y7M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_23Y7M,2022-10-03,2.1626466646891576,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 23-year 7-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 23-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_23Y8M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_23Y8M,2022-10-03,2.1629524378149068,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 23-year 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 23-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_23Y9M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_23Y9M,2022-10-03,2.163256065164334,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 23-year 9-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 23-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_24Y,2022-10-03,2.164154296073058,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 24-year maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 24-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y10M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_24Y10M,2022-10-03,2.167017783869327,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 24-year 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 24-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y11M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_24Y11M,2022-10-03,2.1672935980784667,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 24-year 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 24-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y1M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_24Y1M,2022-10-03,2.1644495622887288,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 24-year 1-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 24-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_24Y2M,2022-10-03,2.1647427921856703,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 24-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 24-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_24Y3M,2022-10-03,2.1650340067568603,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 24-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 24-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y4M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_24Y4M,2022-10-03,2.1653232267076996,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 24-year 4-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 24-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y5M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_24Y5M,2022-10-03,2.165610472460922,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 24-year 5-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 24-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y6M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_24Y6M,2022-10-03,2.165895764161401,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 24-year 6-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 24-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y7M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_24Y7M,2022-10-03,2.1661791216808606,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 24-year 7-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 24-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y8M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_24Y8M,2022-10-03,2.1664605646224855,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 24-year 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 24-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_24Y9M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_24Y9M,2022-10-03,2.1667401123254466,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 24-year 9-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 24-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_25Y,2022-10-03,2.1675675735262114,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 25-year maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 25-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y10M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_25Y10M,2022-10-03,2.1702101109092986,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 25-year 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 25-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y11M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_25Y11M,2022-10-03,2.170465018052362,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 25-year 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 25-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y1M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_25Y1M,2022-10-03,2.1678397285390876,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 25-year 1-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 25-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_25Y2M,2022-10-03,2.1681100812008847,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 25-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 25-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_25Y3M,2022-10-03,2.1683786493566637,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 25-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 25-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y4M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_25Y4M,2022-10-03,2.1686454506166815,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 25-year 4-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 25-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y5M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_25Y5M,2022-10-03,2.1689105023602395,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 25-year 5-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 25-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y6M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_25Y6M,2022-10-03,2.1691738217394607,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 25-year 6-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 25-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y7M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_25Y7M,2022-10-03,2.1694354256829866,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 25-year 7-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 25-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y8M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_25Y8M,2022-10-03,2.1696953308996063,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 25-year 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 25-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_25Y9M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_25Y9M,2022-10-03,2.169953553881814,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 25-year 9-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 25-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_26Y,2022-10-03,2.170718291175277,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 26-year maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 26-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y10M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_26Y10M,2022-10-03,2.173164500530142,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 26-year 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 26-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y11M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_26Y11M,2022-10-03,2.1734007907216952,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 26-year 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 26-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y1M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_26Y1M,2022-10-03,2.170969945939579,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 26-year 1-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 26-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_26Y2M,2022-10-03,2.1712199978072944,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 26-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 26-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_26Y3M,2022-10-03,2.171468462044103,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 26-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 26-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y4M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_26Y4M,2022-10-03,2.17171535372245,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 26-year 4-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 26-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y5M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_26Y5M,2022-10-03,2.171960687724593,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 26-year 5-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 26-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y6M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_26Y6M,2022-10-03,2.1722044787455914,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 26-year 6-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 26-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y7M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_26Y7M,2022-10-03,2.1724467412962376,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 26-year 7-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 26-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y8M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_26Y8M,2022-10-03,2.172687489705943,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 26-year 8-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 26-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_26Y9M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_26Y9M,2022-10-03,2.1729267381255575,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 26-year 9-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 26-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_27Y,2022-10-03,2.17363562233182,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 27-year maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 27-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y10M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_27Y10M,2022-10-03,2.1759065986812245,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 27-year 10-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 27-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y11M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_27Y11M,2022-10-03,2.1761262393788976,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 27-year 11-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 27-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y1M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_27Y1M,2022-10-03,2.1738690088243433,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 27-year 1-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 27-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y2M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_27Y2M,2022-10-03,2.174100963497894,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 27-year 2-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 27-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y3M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_27Y3M,2022-10-03,2.1743314994884266,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 27-year 3-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 27-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y4M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_27Y4M,2022-10-03,2.174560629771699,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 27-year 4-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 27-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y5M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_27Y5M,2022-10-03,2.174788367165712,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 27-year 5-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 27-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y6M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_27Y6M,2022-10-03,2.1750147243330944,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 27-year 6-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 27-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_27Y7M,B,U2,EUR,4F,G_N_A,SV_C_YM,SR_27Y7M,2022-10-03,2.175239713783453,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 27-year 7-month residual maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers whose rating is triple A - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 27-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
